SaleID,Date,ProductID,StoreID,CustomerID,Quantity,UnitPrice,Discount
75,2022-01-15,38,43,179,1,110.3,0.06
76,2022-03-06,81,25,598,2,110.3,0.06
77,2023-06-05,78,35,133,2,110.3,0.06
78,2023-10-10,45,47,351,3,110.3,0.06
79,2024-12-22,6,39,525,4,110.3,0.06
80,2023-08-16,35,7,540,4,110.3,0.06
81,2023-01-27,14,38,506,4,110.3,0.06
82,2023-02-23,72,32,84,3,110.3,0.06
83,2022-10-16,61,3,993,3,110.3,0.06
84,2023-01-14,15,45,464,2,110.3,0.06
85,2022-08-19,54,39,830,1,110.3,0.06
86,2024-10-14,27,37,861,1,110.3,0.06
87,2022-02-10,13,50,343,1,110.3,0.06
88,2024-11-17,31,22,280,2,110.3,0.06
89,2022-05-15,35,8,866,1,110.3,0.06
90,2022-07-20,60,17,263,3,110.3,0.06
91,2024-02-19,6,27,166,3,110.3,0.06
92,2024-07-18,69,33,293,4,110.3,0.06
93,2024-11-22,86,46,509,1,110.3,0.06
94,2024-12-07,58,17,580,3,110.3,0.06
95,2023-05-18,49,42,226,4,110.3,0.06
96,2023-02-11,23,12,170,1,110.3,0.06
97,2024-03-15,89,48,598,1,110.3,0.06
98,2022-04-09,34,46,645,3,110.3,0.06
99,2023-11-15,26,27,448,4,110.3,0.06
100,2023-12-27,47,48,690,4,110.3,0.06
101,2024-08-18,5,8,855,3,110.3,0.06
102,2023-09-05,90,23,502,3,110.3,0.06
103,2023-10-05,20,42,764,3,110.3,0.06
104,2024-10-25,6,49,527,1,110.3,0.06
105,2023-05-18,70,29,735,3,110.3,0.06
106,2024-02-06,59,50,379,3,110.3,0.06
107,2023-02-02,64,20,201,2,110.3,0.06
108,2024-05-20,18,16,619,3,110.3,0.06
109,2024-03-05,4,17,250,3,110.3,0.06
110,2023-01-28,17,16,949,1,110.3,0.06
111,2022-07-26,14,19,409,4,110.3,0.06
112,2024-11-04,78,8,601,1,110.3,0.06
113,2024-06-10,13,38,125,2,110.3,0.06
114,2024-05-13,7,38,113,3,110.3,0.06
115,2024-01-13,44,29,981,3,110.3,0.06
116,2023-07-18,15,41,137,3,110.3,0.06
117,2024-10-17,19,36,759,3,110.3,0.06
118,2022-04-06,63,26,496,3,110.3,0.06
119,2023-04-30,35,31,678,3,110.3,0.06
120,2022-08-19,81,44,150,2,110.3,0.06
121,2024-01-19,35,12,875,3,110.3,0.06
122,2023-06-25,19,17,343,3,110.3,0.06
123,2024-11-25,20,15,945,3,110.3,0.06
124,2023-06-09,100,9,580,2,110.3,0.06
125,2023-08-01,35,39,733,3,110.3,0.06
126,2023-11-13,32,42,783,2,110.3,0.06
127,2023-07-11,48,48,321,1,110.3,0.06
128,2024-10-09,44,12,822,3,110.3,0.06
129,2023-10-08,24,32,926,4,110.3,0.06
130,2024-03-06,61,25,861,2,110.3,0.06
131,2024-11-17,17,39,532,1,110.3,0.06
132,2022-07-09,71,18,289,2,110.3,0.06
133,2023-09-25,50,15,489,2,110.3,0.06
134,2023-09-20,65,32,492,1,110.3,0.06
135,2024-08-30,99,6,612,3,110.3,0.06
136,2023-12-11,32,44,252,3,110.3,0.06
137,2023-10-11,36,43,982,2,110.3,0.06
138,2022-11-14,13,35,77,1,110.3,0.06
139,2023-11-15,70,34,647,3,110.3,0.06
140,2023-10-26,58,38,392,2,110.3,0.06
141,2023-03-18,14,5,412,4,110.3,0.06
142,2023-07-18,37,18,173,1,110.3,0.06
143,2024-08-09,79,16,875,4,110.3,0.06
144,2023-11-30,68,8,201,4,110.3,0.06
145,2022-04-23,40,25,217,2,110.3,0.06
146,2022-01-02,59,32,376,1,110.3,0.06
147,2023-10-04,80,26,720,3,110.3,0.06
148,2022-08-08,92,22,586,3,110.3,0.06
149,2024-05-04,16,31,11,2,110.3,0.06
150,2023-01-20,62,43,799,3,110.3,0.06
151,2024-12-12,4,10,768,3,110.3,0.06
152,2023-12-31,45,12,12,4,110.3,0.06
153,2022-09-04,90,28,892,4,110.3,0.06
154,2024-04-15,28,6,991,1,110.3,0.06
155,2022-07-22,96,20,590,4,110.3,0.06
156,2022-05-03,66,5,435,3,110.3,0.06
157,2023-02-05,31,23,684,1,110.3,0.06
158,2024-02-06,3,9,608,1,110.3,0.06
159,2022-10-21,8,29,818,2,110.3,0.06
160,2022-10-07,24,16,373,4,110.3,0.06
161,2024-06-02,15,46,273,1,110.3,0.06
162,2022-07-17,43,22,931,3,110.3,0.06
163,2024-09-08,31,8,897,1,110.3,0.06
164,2024-01-22,73,20,925,1,110.3,0.06
165,2022-05-24,45,14,691,2,110.3,0.06
166,2023-09-01,66,39,576,3,110.3,0.06
167,2022-07-06,8,37,509,3,110.3,0.06
168,2023-04-09,71,50,132,4,110.3,0.06
169,2023-10-22,57,34,855,3,110.3,0.06
170,2024-02-03,80,11,924,1,110.3,0.06
171,2024-08-12,99,40,784,3,110.3,0.06
172,2023-02-07,30,33,319,3,110.3,0.06
173,2022-05-27,74,31,844,1,110.3,0.06
174,2024-05-13,18,44,949,2,110.3,0.06
175,2023-05-04,69,34,853,4,110.3,0.06
176,2024-07-17,93,50,621,4,110.3,0.06
177,2023-07-05,39,7,785,2,110.3,0.06
178,2022-12-04,60,49,168,1,110.3,0.06
179,2024-05-21,98,23,397,4,110.3,0.06
180,2023-10-03,43,46,180,2,110.3,0.06
181,2023-04-18,45,7,58,2,110.3,0.06
182,2022-05-31,23,25,480,2,110.3,0.06
183,2022-09-20,69,3,933,4,110.3,0.06
184,2022-05-24,94,38,591,4,110.3,0.06
185,2022-12-12,6,20,460,4,110.3,0.06
186,2023-09-16,56,34,61,4,110.3,0.06
187,2024-10-13,4,49,369,3,110.3,0.06
188,2024-05-30,93,44,121,2,110.3,0.06
189,2022-01-02,23,44,719,3,110.3,0.06
190,2024-06-15,6,30,546,2,110.3,0.06
191,2022-09-11,32,17,582,4,110.3,0.06
192,2023-03-29,18,10,17,4,110.3,0.06
193,2024-11-26,15,35,496,3,110.3,0.06
194,2024-10-11,40,20,497,1,110.3,0.06
195,2022-01-09,96,18,505,4,110.3,0.06
196,2024-03-26,73,45,532,1,110.3,0.06
197,2022-07-27,74,44,969,2,110.3,0.06
198,2023-02-08,84,27,315,3,110.3,0.06
199,2022-06-01,6,49,69,1,110.3,0.06
200,2022-02-23,63,36,727,1,110.3,0.06
201,2023-09-20,67,23,161,4,110.3,0.06
202,2023-08-10,11,32,614,1,110.3,0.06
203,2022-04-14,43,10,888,1,110.3,0.06
204,2022-09-11,17,11,718,2,110.3,0.06
205,2023-05-25,96,38,145,3,110.3,0.06
206,2022-04-09,4,6,569,4,110.3,0.06
207,2022-06-02,63,41,595,4,110.3,0.06
208,2024-07-02,68,47,993,1,110.3,0.06
209,2024-05-27,81,34,385,2,110.3,0.06
210,2022-12-04,41,36,269,1,110.3,0.06
211,2024-04-01,83,37,923,1,110.3,0.06
212,2024-08-14,5,17,454,4,110.3,0.06
213,2022-06-10,32,40,699,1,110.3,0.06
214,2024-03-11,86,40,518,1,110.3,0.06
215,2023-02-02,70,12,865,2,110.3,0.06
216,2024-03-26,35,21,350,4,110.3,0.06
217,2023-02-05,22,40,110,3,110.3,0.06
218,2023-10-02,65,19,483,2,110.3,0.06
219,2024-11-22,84,3,407,2,110.3,0.06
220,2023-11-19,22,18,650,2,110.3,0.06
221,2023-04-05,11,19,51,4,110.3,0.06
222,2024-08-12,77,47,403,1,110.3,0.06
223,2023-04-15,3,6,563,3,110.3,0.06
224,2024-11-11,9,16,476,4,110.3,0.06
225,2024-01-20,60,8,87,1,110.3,0.06
226,2022-02-07,76,48,68,2,110.3,0.06
227,2022-08-18,87,18,596,4,110.3,0.06
228,2023-07-17,14,48,979,1,110.3,0.06
229,2023-03-14,97,43,42,3,110.3,0.06
230,2022-01-27,18,39,731,3,110.3,0.06
231,2022-08-14,73,49,57,1,110.3,0.06
232,2024-03-08,23,49,738,4,110.3,0.06
233,2022-10-11,74,12,196,2,110.3,0.06
234,2024-05-28,83,45,760,1,110.3,0.06
235,2024-08-17,47,10,678,2,110.3,0.06
236,2023-03-29,69,7,62,3,110.3,0.06
237,2024-10-16,47,46,263,1,110.3,0.06
238,2024-03-26,87,1,112,3,110.3,0.06
239,2023-10-21,30,49,765,2,110.3,0.06
240,2023-07-01,25,36,711,2,110.3,0.06
241,2024-12-08,28,21,178,1,110.3,0.06
242,2022-01-17,98,37,948,1,110.3,0.06
243,2022-06-07,25,24,26,1,110.3,0.06
244,2023-04-22,74,25,410,3,110.3,0.06
245,2024-12-05,78,7,758,2,110.3,0.06
246,2023-06-02,58,42,531,2,110.3,0.06
247,2022-04-09,94,17,777,3,110.3,0.06
248,2024-11-26,41,29,317,1,110.3,0.06
249,2022-10-07,25,30,532,4,110.3,0.06
250,2023-05-12,78,7,106,1,110.3,0.06
251,2022-10-29,99,33,749,4,110.3,0.06
252,2022-06-30,48,7,818,4,110.3,0.06
253,2023-08-30,98,24,464,3,110.3,0.06
254,2023-12-01,10,11,246,2,110.3,0.06
255,2024-09-19,99,9,81,2,110.3,0.06
256,2022-07-10,75,12,662,2,110.3,0.06
257,2022-09-10,11,35,909,2,110.3,0.06
258,2024-09-07,85,4,396,3,110.3,0.06
259,2024-07-16,21,36,522,4,110.3,0.06
260,2022-05-08,86,28,833,2,110.3,0.06
261,2022-01-18,45,13,736,4,110.3,0.06
262,2023-07-20,7,23,926,3,110.3,0.06
263,2023-07-24,81,19,264,1,110.3,0.06
264,2023-11-17,64,42,661,3,110.3,0.06
265,2023-09-18,64,37,790,2,110.3,0.06
266,2024-05-03,2,39,274,1,110.3,0.06
267,2024-08-19,76,24,706,3,110.3,0.06
268,2022-06-04,42,16,944,3,110.3,0.06
269,2023-05-05,82,33,172,4,110.3,0.06
270,2024-02-24,54,12,265,3,110.3,0.06
271,2022-09-03,75,34,963,1,110.3,0.06
272,2024-11-28,16,7,822,3,110.3,0.06
273,2024-01-29,18,11,26,2,110.3,0.06
274,2023-06-22,99,31,469,4,110.3,0.06
275,2024-07-09,59,29,862,1,110.3,0.06
276,2023-02-12,90,13,476,1,110.3,0.06
277,2023-06-09,16,31,356,3,110.3,0.06
278,2024-04-07,6,2,26,2,110.3,0.06
279,2024-06-21,57,39,34,4,110.3,0.06
280,2022-02-05,47,15,264,1,110.3,0.06
281,2023-11-16,48,11,138,4,110.3,0.06
282,2022-01-20,42,34,816,3,110.3,0.06
283,2022-11-17,76,39,695,2,110.3,0.06
284,2023-05-27,60,4,875,3,110.3,0.06
285,2023-02-04,77,11,754,4,110.3,0.06
286,2023-10-16,4,29,566,3,110.3,0.06
287,2024-08-29,2,2,462,4,110.3,0.06
288,2023-04-16,90,16,168,1,110.3,0.06
289,2024-04-13,59,39,631,1,110.3,0.06
290,2023-12-28,27,13,655,3,110.3,0.06
291,2024-05-03,27,37,81,1,110.3,0.06
292,2022-02-20,79,17,757,4,110.3,0.06
293,2023-07-29,72,21,914,1,110.3,0.06
294,2022-05-30,7,44,864,2,110.3,0.06
295,2022-11-10,63,19,870,2,110.3,0.06
296,2023-07-24,46,7,407,3,110.3,0.06
297,2022-11-01,63,38,574,3,110.3,0.06
298,2023-11-13,12,8,46,3,110.3,0.06
299,2024-04-17,13,13,599,3,110.3,0.06
300,2024-12-13,43,37,611,4,110.3,0.06
301,2024-09-29,17,2,807,4,110.3,0.06
302,2023-03-20,63,41,911,2,110.3,0.06
303,2023-09-05,81,11,53,4,110.3,0.06
304,2024-09-19,36,24,984,1,110.3,0.06
305,2022-09-21,85,6,704,2,110.3,0.06
306,2024-12-12,8,26,959,3,110.3,0.06
307,2024-09-30,69,7,476,3,110.3,0.06
308,2022-01-05,90,39,592,4,110.3,0.06
309,2024-02-13,80,19,16,2,110.3,0.06
310,2024-05-26,36,6,360,4,110.3,0.06
311,2024-09-18,28,43,487,4,110.3,0.06
312,2024-06-02,93,29,838,4,110.3,0.06
313,2022-02-16,47,43,706,2,110.3,0.06
314,2024-05-16,76,39,502,3,110.3,0.06
315,2024-04-02,30,2,141,1,110.3,0.06
316,2024-07-24,23,19,620,3,110.3,0.06
317,2023-10-18,16,4,815,2,110.3,0.06
318,2022-09-26,14,6,777,3,110.3,0.06
319,2023-01-05,74,49,447,3,110.3,0.06
320,2023-09-28,71,37,290,1,110.3,0.06
321,2023-10-19,52,28,209,3,110.3,0.06
322,2022-04-30,37,30,475,3,110.3,0.06
323,2024-04-10,29,7,413,3,110.3,0.06
324,2024-12-17,67,9,677,4,110.3,0.06
325,2024-01-11,15,25,427,2,110.3,0.06
326,2022-04-27,100,33,854,2,110.3,0.06
327,2024-03-01,47,1,371,1,110.3,0.06
328,2024-10-09,46,6,832,4,110.3,0.06
329,2024-12-17,52,18,664,4,110.3,0.06
330,2023-09-26,19,10,967,3,110.3,0.06
331,2023-05-28,77,28,290,2,110.3,0.06
332,2024-03-12,21,11,432,1,110.3,0.06
333,2023-07-14,64,33,268,4,110.3,0.06
334,2023-05-03,37,1,151,3,110.3,0.06
335,2024-06-15,27,13,719,1,110.3,0.06
336,2023-12-05,55,37,255,4,110.3,0.06
337,2023-08-04,29,20,353,1,110.3,0.06
338,2024-02-29,20,1,377,4,110.3,0.06
339,2024-05-10,25,3,653,1,110.3,0.06
340,2022-09-04,70,18,855,4,110.3,0.06
341,2022-06-03,63,41,358,4,110.3,0.06
342,2024-09-23,36,14,608,1,110.3,0.06
343,2023-11-28,2,31,941,4,110.3,0.06
344,2024-12-28,22,27,370,4,110.3,0.06
345,2024-12-06,96,17,227,4,110.3,0.06
346,2024-10-05,16,46,705,1,110.3,0.06
347,2022-04-04,18,29,303,1,110.3,0.06
348,2024-08-15,69,36,826,4,110.3,0.06
349,2024-10-08,54,37,389,4,110.3,0.06
350,2023-03-29,100,26,377,1,110.3,0.06
351,2024-06-30,30,17,973,3,110.3,0.06
352,2022-08-06,45,22,118,4,110.3,0.06
353,2023-04-19,19,25,5,3,110.3,0.06
354,2023-03-08,87,2,444,1,110.3,0.06
355,2022-12-07,34,22,352,4,110.3,0.06
356,2023-07-05,13,5,755,3,110.3,0.06
357,2022-12-23,43,4,533,1,110.3,0.06
358,2022-01-23,62,36,664,3,110.3,0.06
359,2023-06-06,93,6,640,2,110.3,0.06
360,2024-03-12,100,21,124,1,110.3,0.06
361,2024-02-01,22,13,658,2,110.3,0.06
362,2023-03-18,52,37,277,1,110.3,0.06
363,2024-02-08,52,25,822,1,110.3,0.06
364,2024-10-12,36,26,394,4,110.3,0.06
365,2023-05-31,73,39,664,2,110.3,0.06
366,2024-11-05,19,20,360,2,110.3,0.06
367,2024-03-02,38,33,623,2,110.3,0.06
368,2022-12-02,70,14,469,1,110.3,0.06
369,2022-09-15,79,36,985,2,110.3,0.06
370,2023-05-12,57,17,628,2,110.3,0.06
371,2024-06-14,20,21,700,4,110.3,0.06
372,2022-06-09,9,46,57,3,110.3,0.06
373,2024-05-01,32,16,251,3,110.3,0.06
374,2023-11-21,4,46,896,2,110.3,0.06
375,2023-01-15,50,16,919,2,110.3,0.06
376,2024-08-14,82,20,150,2,110.3,0.06
377,2023-11-22,5,29,452,2,110.3,0.06
378,2024-12-02,20,28,162,3,110.3,0.06
379,2022-10-12,87,8,120,4,110.3,0.06
380,2023-02-01,75,24,582,1,110.3,0.06
381,2022-01-12,37,3,924,2,110.3,0.06
382,2023-05-14,22,25,351,2,110.3,0.06
383,2024-01-24,58,19,99,3,110.3,0.06
384,2022-02-04,68,33,167,2,110.3,0.06
385,2023-12-28,93,2,810,4,110.3,0.06
386,2024-04-28,44,15,663,4,110.3,0.06
387,2022-03-31,34,22,838,2,110.3,0.06
388,2024-02-15,77,10,976,3,110.3,0.06
389,2023-08-28,42,18,514,2,110.3,0.06
390,2024-08-27,9,22,664,2,110.3,0.06
391,2024-10-18,95,46,401,3,110.3,0.06
392,2023-02-22,7,49,365,4,110.3,0.06
393,2022-04-25,68,27,577,1,110.3,0.06
394,2023-09-09,19,13,326,2,110.3,0.06
395,2024-04-05,94,33,581,4,110.3,0.06
396,2023-02-17,31,5,633,2,110.3,0.06
397,2023-12-30,35,26,621,1,110.3,0.06
398,2024-10-17,57,13,828,3,110.3,0.06
399,2024-01-31,85,27,247,4,110.3,0.06
400,2023-11-07,61,14,434,1,110.3,0.06
401,2023-04-02,31,24,93,2,110.3,0.06
402,2024-07-08,83,3,268,1,110.3,0.06
403,2022-07-11,95,47,615,4,110.3,0.06
404,2024-01-09,53,49,943,3,110.3,0.06
405,2024-09-04,32,30,963,2,110.3,0.06
406,2024-10-05,66,35,624,3,110.3,0.06
407,2022-04-06,59,48,321,3,110.3,0.06
408,2023-10-25,10,14,923,1,110.3,0.06
409,2022-02-06,2,12,816,1,110.3,0.06
410,2022-10-06,66,28,856,4,110.3,0.06
411,2022-08-05,60,44,62,4,110.3,0.06
412,2024-05-16,88,29,300,3,110.3,0.06
413,2024-05-22,17,43,403,4,110.3,0.06
414,2022-03-03,96,17,955,3,110.3,0.06
415,2023-08-19,16,40,648,2,110.3,0.06
416,2023-12-30,16,49,567,3,110.3,0.06
417,2023-02-01,46,21,620,4,110.3,0.06
418,2023-11-30,39,23,303,4,110.3,0.06
419,2024-11-08,31,20,770,3,110.3,0.06
420,2022-06-26,88,11,253,1,110.3,0.06
421,2023-01-31,1,34,734,3,110.3,0.06
422,2023-03-21,11,10,478,3,110.3,0.06
423,2022-03-17,85,10,369,1,110.3,0.06
424,2022-09-22,4,43,679,2,110.3,0.06
425,2023-03-31,71,6,941,1,110.3,0.06
426,2023-12-19,26,36,160,4,110.3,0.06
427,2024-01-05,50,24,961,1,110.3,0.06
428,2024-04-30,12,12,166,4,110.3,0.06
429,2022-05-24,95,43,205,4,110.3,0.06
430,2024-06-03,81,23,267,3,110.3,0.06
431,2024-12-28,97,27,138,3,110.3,0.06
432,2023-01-31,75,45,368,2,110.3,0.06
433,2024-11-14,92,37,443,4,110.3,0.06
434,2024-08-05,96,6,858,3,110.3,0.06
435,2024-06-09,65,1,760,4,110.3,0.06
436,2023-07-23,47,6,567,2,110.3,0.06
437,2024-11-28,92,50,916,4,110.3,0.06
438,2022-04-19,53,22,721,2,110.3,0.06
439,2024-12-01,71,41,17,2,110.3,0.06
440,2024-07-23,2,24,68,2,110.3,0.06
441,2023-02-02,24,25,133,3,110.3,0.06
442,2023-09-26,4,15,700,1,110.3,0.06
443,2024-01-03,19,26,919,1,110.3,0.06
444,2022-08-23,26,8,430,3,110.3,0.06
445,2023-10-20,75,24,308,4,110.3,0.06
446,2024-01-21,40,48,650,3,110.3,0.06
447,2023-08-11,50,38,174,4,110.3,0.06
448,2024-10-29,43,6,412,2,110.3,0.06
449,2024-08-11,75,35,97,3,110.3,0.06
450,2023-05-07,67,42,683,1,110.3,0.06
451,2024-07-01,12,1,154,4,110.3,0.06
452,2022-06-19,67,46,695,3,110.3,0.06
453,2024-08-03,27,36,242,3,110.3,0.06
454,2024-03-05,54,12,304,4,110.3,0.06
455,2023-09-26,66,38,285,2,110.3,0.06
456,2022-01-29,49,11,27,2,110.3,0.06
457,2022-12-05,16,12,402,2,110.3,0.06
458,2023-05-15,2,42,360,2,110.3,0.06
459,2023-05-26,60,50,60,4,110.3,0.06
460,2022-08-05,54,39,202,1,110.3,0.06
461,2024-12-29,30,7,762,3,110.3,0.06
462,2023-03-21,84,11,874,3,110.3,0.06
463,2024-05-25,38,36,581,2,110.3,0.06
464,2022-06-16,28,31,970,4,110.3,0.06
465,2022-04-01,25,33,370,1,110.3,0.06
466,2023-12-15,96,13,533,1,110.3,0.06
467,2022-02-08,10,18,152,3,110.3,0.06
468,2022-06-22,60,41,102,2,110.3,0.06
469,2023-10-15,42,24,899,3,110.3,0.06
470,2024-01-24,40,9,1000,3,110.3,0.06
471,2024-12-17,97,31,607,1,110.3,0.06
472,2023-04-21,77,41,446,4,110.3,0.06
473,2023-04-01,42,10,873,1,110.3,0.06
474,2024-04-08,47,2,229,3,110.3,0.06
475,2024-06-13,37,38,125,2,110.3,0.06
476,2024-10-21,80,15,770,2,110.3,0.06
477,2023-01-22,22,3,834,4,110.3,0.06
478,2022-12-14,57,43,999,4,110.3,0.06
479,2022-07-09,84,31,881,4,110.3,0.06
480,2023-05-20,27,6,938,3,110.3,0.06
481,2024-04-03,41,3,236,3,110.3,0.06
482,2024-07-17,80,11,162,4,110.3,0.06
483,2024-07-22,34,15,554,2,110.3,0.06
484,2022-05-14,32,45,788,2,110.3,0.06
485,2022-02-27,90,28,353,2,110.3,0.06
486,2023-11-16,89,10,68,3,110.3,0.06
487,2023-11-03,66,38,173,1,110.3,0.06
488,2022-06-22,12,47,843,2,110.3,0.06
489,2024-03-25,40,50,637,2,110.3,0.06
490,2022-03-21,73,50,682,2,110.3,0.06
491,2024-06-04,76,7,559,4,110.3,0.06
492,2022-07-22,90,15,261,3,110.3,0.06
493,2024-02-03,73,18,217,4,110.3,0.06
494,2022-02-16,10,18,817,4,110.3,0.06
495,2023-10-18,96,41,124,1,110.3,0.06
496,2023-04-16,98,24,805,4,110.3,0.06
497,2024-08-28,48,2,162,1,110.3,0.06
498,2024-11-01,20,40,201,4,110.3,0.06
499,2024-01-06,39,20,454,2,110.3,0.06
500,2024-02-23,60,34,402,3,110.3,0.06
501,2024-08-25,66,43,462,4,110.3,0.06
502,2022-12-24,65,26,275,1,110.3,0.06
503,2024-08-29,51,7,206,3,110.3,0.06
504,2023-10-30,36,38,40,1,110.3,0.06
505,2023-01-08,24,30,273,2,110.3,0.06
506,2024-10-28,27,42,700,4,110.3,0.06
507,2023-11-07,2,5,867,3,110.3,0.06
508,2022-03-31,31,11,93,2,110.3,0.06
509,2023-11-29,57,1,42,4,110.3,0.06
510,2023-06-24,78,34,465,4,110.3,0.06
511,2024-01-02,66,1,379,1,110.3,0.06
512,2024-05-18,29,19,107,1,110.3,0.06
513,2022-02-10,15,2,328,2,110.3,0.06
514,2024-01-10,12,21,65,1,110.3,0.06
515,2023-05-17,28,20,365,2,110.3,0.06
516,2024-08-16,84,23,821,2,110.3,0.06
517,2024-07-17,24,21,484,2,110.3,0.06
518,2023-04-06,21,24,647,1,110.3,0.06
519,2024-01-02,10,4,901,3,110.3,0.06
520,2024-01-22,78,12,24,2,110.3,0.06
521,2024-07-13,18,22,540,3,110.3,0.06
522,2024-06-27,88,20,62,4,110.3,0.06
523,2023-01-25,14,18,491,1,110.3,0.06
524,2024-06-01,34,1,273,1,110.3,0.06
525,2022-09-13,58,30,229,3,110.3,0.06
526,2023-12-10,76,33,20,4,110.3,0.06
527,2023-03-26,22,24,3,4,110.3,0.06
528,2022-01-10,70,14,421,2,110.3,0.06
529,2024-04-03,36,36,730,1,110.3,0.06
530,2024-03-08,45,5,911,4,110.3,0.06
531,2024-05-26,36,11,307,4,110.3,0.06
532,2024-10-25,22,24,432,2,110.3,0.06
533,2024-10-12,78,31,136,2,110.3,0.06
534,2023-01-09,80,13,909,3,110.3,0.06
535,2024-12-24,61,16,944,1,110.3,0.06
536,2022-05-26,100,24,515,4,110.3,0.06
537,2022-08-12,56,13,193,3,110.3,0.06
538,2022-06-26,89,24,585,1,110.3,0.06
539,2024-05-02,96,26,415,3,110.3,0.06
540,2022-03-04,33,2,873,1,110.3,0.06
541,2024-04-06,45,16,118,1,110.3,0.06
542,2024-03-05,36,38,666,4,110.3,0.06
543,2023-11-20,20,46,209,1,110.3,0.06
544,2022-04-15,18,1,952,2,110.3,0.06
545,2023-05-26,38,49,34,4,110.3,0.06
546,2023-01-20,67,11,649,2,110.3,0.06
547,2023-02-09,23,35,318,3,110.3,0.06
548,2024-04-02,96,43,120,3,110.3,0.06
549,2023-06-02,16,29,627,1,110.3,0.06
550,2023-04-21,59,37,525,1,110.3,0.06
551,2023-12-10,69,17,581,2,110.3,0.06
552,2024-02-10,68,39,937,2,110.3,0.06
553,2024-11-12,21,42,845,2,110.3,0.06
554,2024-09-23,78,28,769,3,110.3,0.06
555,2023-11-08,95,29,89,2,110.3,0.06
556,2023-12-15,78,43,512,4,110.3,0.06
